Name;Total;rel_foreign;rel_women
Behlendorf;408;0.027160493827160494;0.5221674876847291
Berkenthin;2170;0.0262551819438047;0.516559337626495
Bliestorf;636;0.02694136291600634;0.5213946117274167
Düchelsdorf;155;0.01948051948051948;0.4873417721518987
Göldenitz;232;0.0;0.5194805194805194
Kastorf;1163;0.029184549356223177;0.4961439588688946
Klempau;592;0.023450586264656615;0.45819397993311034
Krummesse;1630;0.019030079803560467;0.5205900430239705
Niendorf bei Berkenthin;194;0.0;0.5435897435897435
Rondeshagen;797;0.030226700251889168;0.4987405541561713
Sierksrade;452;0.15192743764172337;0.4852607709750567
Alt-Mölln;849;0.08578143360752057;0.491186839012926
Bälau;228;0.02666666666666667;0.5398230088495575
Borstorf;308;0.009523809523809525;0.5111111111111111
Breitenfelde;2094;0.04287756074321105;0.4990467111534795
Grambek;530;0.04681647940074907;0.503731343283582
Hornbek;220;0.07964601769911504;0.5088495575221239
Lehmrade;590;0.032148900169204735;0.5220338983050847
Niendorf/ Stecknitz;695;0.03730272596843615;0.5114942528735632
Schretstaken;513;0.015625;0.4765625
Talkau;544;0.016574585635359115;0.4990825688073395
Woltersdorf;351;0.03428571428571429;0.49142857142857144
Besenthal;90;0.0;0.4888888888888889
Bröthen;330;0.03333333333333333;0.4984984984984985
Büchen;6366;0.08121269242852655;0.5073055773762765
Fitzen;384;0.06735751295336788;0.4832904884318766
Göttin;60;0.0;0.48333333333333334
Gudow;1750;0.02865329512893983;0.501432664756447
Güster;1303;0.07021604938271606;0.5046296296296297
Klein Pampau;681;0.033873343151693665;0.5073313782991202
Langenlehsten;178;0.023121387283236993;0.5202312138728323
Müssen;1248;0.054339010543390104;0.5056726094003241
Roseburg;541;0.027573529411764705;0.5064456721915286
Schulendorf;459;0.04424778761061947;0.5132743362831859
Siebeneichen;270;0.055762081784386616;0.5168539325842697
Tramm;334;0.018575851393188854;0.5061728395061729
Witzeeze;917;0.03162486368593239;0.5283842794759825
Aumühle;3202;0.0778125;0.5151609878086902
Börnsen;4772;0.07479572595851666;0.5109947643979058
Dassendorf;3467;0.048773448773448774;0.5037550548815714
Escheburg;3496;0.06350114416475973;0.5040045766590389
Hamwarde;886;0.03850509626274066;0.5141884222474461
Hohenhorn;533;0.06517690875232775;0.5083798882681564
Kröppelshagen-Fahrendorf;1419;0.07730147575544624;0.5
Wiershop;204;0.04245283018867924;0.4858490566037736
Wohltorf;2585;0.07754943776657619;0.513953488372093
Worth;173;0.052941176470588235;0.5384615384615384
Basedow;629;0.03949447077409163;0.5174050632911392
Buchhorst;146;0.047619047619047616;0.541095890410959
Dalldorf;354;0.0423728813559322;0.5098591549295775
Juliusburg;189;0.0273224043715847;0.532967032967033
Krüzen;358;0.0446927374301676;0.510989010989011
Krukow;159;0.0;0.5
Lanze;269;0.029850746268656716;0.47388059701492535
Lütau;697;0.021551724137931036;0.4956772334293948
Schnakenbek;912;0.05701754385964912;0.5152838427947598
Wangelau;206;0.05714285714285714;0.5047619047619047
Albsfelde;67;0.0;0.5466666666666666
Bäk;915;0.03917301414581066;0.5206521739130435
Brunsmark;151;0.019230769230769232;0.5222929936305732
Buchholz;247;0.05952380952380952;0.48616600790513836
Einhaus;453;0.058165548098434;0.5258426966292135
Fredeburg;37;0.0;0.41304347826086957
Giesensdorf;181;0.18857142857142858;0.5257142857142857
Groß Disnack;82;0.0;0.5121951219512195
Groß Grönau;3766;0.04117959617428268;0.5276301806588736
Groß Sarau;1043;0.0408745247148289;0.5081029551954243
Harmsdorf;310;0.03184713375796178;0.4702194357366771
Hollenbek;466;0.019067796610169493;0.46218487394957986
Horst;275;0.05415162454873646;0.5107913669064749
Kittlitz;292;0.033444816053511704;0.47491638795986624
Klein Zecher;241;0.012145748987854251;0.5201612903225806
Kulpin;215;0.09047619047619047;0.5119617224880383
Mechow;136;0.02127659574468085;0.5177304964539007
Mustin;736;0.036885245901639344;0.5123287671232877
Pogeez;508;0.056862745098039215;0.5352941176470588
Römnitz;49;0.061224489795918366;0.425531914893617
Salem;692;0.13564213564213565;0.5244956772334294
Schmilau;567;0.05244755244755245;0.5209059233449478
Seedorf;589;0.07394957983193277;0.5075885328836425
Sterley;929;0.038834951456310676;0.5145631067961165
Ziethen;1156;0.024200518582541054;0.5190311418685121
Basthorst;430;0.06636155606407322;0.5011441647597255
Brunstorf;781;0.04086845466155811;0.48659003831417624
Dahmker;158;0.01910828025477707;0.4807692307692308
Elmenhorst;876;0.11010215664018161;0.4767309875141884
Fuhlenhagen;393;0.05912596401028278;0.4666666666666667
Grabau;368;0.030303030303030304;0.5
Groß Pampau;171;0.04;0.5359116022099447
Grove;269;0.0;0.5095057034220533
Gülzow;1362;0.05555555555555555;0.493411420204978
Hamfelde;495;0.039603960396039604;0.5089463220675944
Havekost;199;0.02577319587628866;0.5076142131979695
Kankelau;219;0.0735930735930736;0.5
Kasseburg;576;0.025951557093425604;0.5155709342560554
Köthel;305;0.05647840531561462;0.5233333333333333
Kollow;625;0.028938906752411574;0.5216
Kuddewörde;1712;0.032806092560046865;0.5201872440023405
Möhnsen;558;0.0703971119133574;0.5018050541516246
Mühlenrade;207;0.043689320388349516;0.4824120603015075
Sahms;460;0.034782608695652174;0.5053763440860215
Duvensee;557;0.05415162454873646;0.5270758122743683
Grinau;291;0.0;0.5052264808362369
Groß Boden;216;0.046948356807511735;0.4788732394366197
Groß Schenkenberg;581;0.02097902097902098;0.5156794425087108
Klinkrade;617;0.06188925081433225;0.5248796147672552
Koberg;788;0.020227560050568902;0.4917825537294564
Kühsen;359;0.0335195530726257;0.5097493036211699
Labenz;879;0.032879818594104306;0.49490373725934317
Lankau;467;0.0367965367965368;0.48156182212581344
Linau;1217;0.05973813420621931;0.4910130718954248
Lüchow;305;0.016286644951140065;0.5230263157894737
Nusse;1173;0.06462585034013606;0.5195246179966044
Panten;652;0.041474654377880185;0.5269645608628659
Poggensee;370;0.0;0.48626373626373626
Ritzerau;301;0.03908794788273615;0.5179153094462541
Sandesneben;1891;0.041357370095440084;0.503711558854719
Schiphorst;679;0.02936857562408223;0.5095447870778267
Schönberg;1452;0.05521048999309869;0.4889655172413793
Schürensöhlen;161;0.0;0.4936708860759494
Siebenbäumen;611;0.05930807248764415;0.46115702479338844
Sirksfelde;334;0.03903903903903904;0.4879518072289157
Steinhorst;562;0.028368794326241134;0.5044563279857398
Stubben;383;0.01837270341207349;0.5221932114882507
Walksfelde;207;0.06698564593301436;0.5
Wentorf (Amt Sandesneben);718;0.03765690376569038;0.48324022346368717
Friedrichstadt, Stadt;2613;0.0864575363427697;0.5263963274674828
Husum, Stadt;23633;0.09704587777213476;0.5187912646013204
Reußenköge;307;0.05144694533762058;0.47435897435897434
Tönning, Stadt;4795;0.09250365420755899;0.510336187095427
Sylt;14576;0.16029906029220112;0.5248645311749777
Garding, Kirchspiel;329;0.05214723926380368;0.5214723926380368
Garding, Stadt;2776;0.12233850595452905;0.5119047619047619
Grothusenkoog;21;0.0;0.5769230769230769
Katharinenheerd;158;0.025477707006369428;0.5189873417721519
Kotzenbüll;194;0.07446808510638298;0.4838709677419355
Norderfriedrichskoog;55;0.05555555555555555;0.4528301886792453
Oldenswort;1234;0.02910266774454325;0.5177419354838709
Osterhever;228;0.05829596412556054;0.4978165938864629
Poppenbüll;237;0.05084745762711865;0.463519313304721
Sankt Peter-Ording;3811;0.14754528747702808;0.5387240745602521
Tating;1000;0.1041041041041041;0.503
Tetenbüll;650;0.05426356589147287;0.5372670807453416
Tümlauer Koog;106;0.02830188679245283;0.4811320754716981
Vollerwiek;214;0.0625;0.5242718446601942
Welt;185;0.06806282722513089;0.538860103626943
Westerhever;94;0.030927835051546393;0.5102040816326531
Hörnum (Sylt);856;0.15105386416861827;0.47953216374269003
Kampen (Sylt);530;0.1275797373358349;0.5
List auf Sylt;1393;0.24145299145299146;0.5067519545131486
Wenningstedt-Braderup (Sylt);1435;0.1707147814018043;0.498960498960499
Ahrenviöl;520;0.030534351145038167;0.4857142857142857
Ahrenviölfeld;221;0.013392857142857142;0.515695067264574
Behrendorf;545;0.016333938294010888;0.4635036496350365
Bondelum;178;0.03225806451612903;0.5
Haselund;925;0.013043478260869565;0.4885745375408052
Immenstedt;668;0.03278688524590164;0.5014925373134328
Löwenstedt;709;0.024113475177304965;0.48660084626234135
Norstedt;396;0.0076726342710997444;0.4936061381074169
Oster-Ohrstedt;663;0.03609022556390978;0.48872180451127817
Schwesing;943;0.02774813233724653;0.5085470085470085
Sollwitt;284;0.010526315789473684;0.46503496503496505
Viöl;2254;0.03336298932384341;0.5066725978647687
Wester-Ohrstedt;1072;0.05658627087198516;0.49166666666666664
Hallig Hooge;94;0.06;0.5148514851485149
Langeneß;140;0.0661764705882353;0.5289855072463768
Pellworm;1228;0.04955320877335499;0.5292682926829269
Alkersum;398;0.10204081632653061;0.5357142857142857
Borgsum;308;0.03278688524590164;0.49836065573770494
Dunsum;81;0.03896103896103896;0.5064935064935064
Midlum;465;0.06638115631691649;0.5353319057815846
Nebel;920;0.09446254071661238;0.5108459869848156
Nieblum;583;0.10996563573883161;0.5240549828178694
Norddorf auf Amrum;574;0.1436077057793345;0.5121951219512195
Oevenum;468;0.030837004405286344;0.5364238410596026
Oldsum;552;0.023172905525846704;0.5345132743362832
Süderende;181;0.028089887640449437;0.5170454545454546
Utersum;420;0.10194174757281553;0.5347721822541966
Witsum;42;0.0;0.5121951219512195
Wittdün auf Amrum;813;0.11425061425061425;0.5318627450980392
Wrixum;567;0.0427807486631016;0.5197132616487455
Wyk auf Föhr, Stadt;4219;0.11714488973203699;0.5361631491581693
Achtrup;1540;0.026727509778357236;0.48368146214099217
Aventoft;406;0.04433497536945813;0.4975369458128079
Bosbüll;259;0.13076923076923078;0.5114503816793893
Braderup;664;0.0256797583081571;0.4683734939759036
Bramstedtlund;213;0.03773584905660377;0.44907407407407407
Dagebüll;923;0.04793028322440087;0.514689880304679
Ellhöft;98;0.02857142857142857;0.46296296296296297
Friedrich-Wilhelm-Lübke-Koog;172;0.029585798816568046;0.49411764705882355
Holm;84;0.0;0.532608695652174
Humptrup;756;0.022486772486772486;0.5111989459815547
Karlum;217;0.0;0.5280373831775701
Klanxbüll;1055;0.09820585457979225;0.5302457466918714
Klixbüll;1062;0.06427221172022685;0.4995260663507109
Ladelund;1402;0.042704626334519574;0.5089094796863863
Leck;7827;0.08899387129724208;0.5148072504467704
Lexgaard;51;0.0;0.4074074074074074
Neukirchen;1132;0.05934455270150576;0.5053285968028419
Niebüll, Stadt;10164;0.10449670372921381;0.5246998622318442
Risum-Lindholm;3907;0.029396728016359917;0.516359918200409
Rodenäs;408;0.029055690072639227;0.4867469879518072
Sprakebüll;267;0.018726591760299626;0.4681647940074906
Stadum;914;0.030601092896174863;0.4808743169398907
Stedesand;871;0.01598173515981735;0.4920091324200913
Süderlügum;2376;0.06026127265065318;0.5084317032040472
Tinningstedt;243;0.07142857142857142;0.5546218487394958
Uphusum;354;0.0223463687150838;0.5167597765363129
Westre;351;0.037142857142857144;0.5171428571428571
Galmsbüll;569;0.09407665505226481;0.4878048780487805
Emmelsbüll-Horsbüll;920;0.048087431693989074;0.4934210526315789
Enge-Sande;1193;0.01011804384485666;0.5143097643097643
Arlewatt;342;0.0;0.4753623188405797
Drage;650;0.03379416282642089;0.5499231950844854
Elisabeth-Sophien-Koog;63;0.09523809523809523;0.6065573770491803
Fresendelf;81;0.0;0.47058823529411764
Hattstedt;2608;0.025719769673704415;0.5109321058688148
Hattstedtermarsch;297;0.04713804713804714;0.44932432432432434
Horstedt;821;0.04242424242424243;0.4824242424242424
Hude;168;0.022727272727272728;0.47701149425287354
Koldenbüttel;936;0.02459893048128342;0.5229946524064171
Mildstedt;3987;0.035562233909341344;0.5261707988980716
Nordstrand;2254;0.045172719220549155;0.5144124168514412
Oldersbek;752;0.033156498673740056;0.46675531914893614
Olderup;466;0.03023758099352052;0.5183585313174947
Ostenfeld (Husum);1552;0.021249195106245976;0.5228589826142949
Ramstedt;436;0.011574074074074073;0.5069444444444444
Rantrum;1953;0.01638504864311316;0.5112704918032787
Schwabstedt;1334;0.029850746268656716;0.5123226288274833
Seeth;610;0.024549918166939442;0.49917898193760263
Simonsberg;840;0.027479091995221028;0.5011933174224343
Süderhöft;21;0.0;0.43478260869565216
Südermarsch;145;0.035211267605633804;0.48936170212765956
Uelvesbüll;297;0.0165016501650165;0.5016611295681063
Winnert;722;0.030470914127423823;0.5110803324099723
Wisch;109;0.0;0.5225225225225225
Wittbek;792;0.008838383838383838;0.4885786802030457
Witzwort;1031;0.023369036027263874;0.5039138943248532
Wobbenbüll;464;0.010917030567685589;0.48358862144420134
Ahrenshöft;530;0.016917293233082706;0.5263157894736842
Almdorf;538;0.011029411764705883;0.5055147058823529
Bargum;667;0.018072289156626505;0.5052950075642966
Bohmstedt;769;0.01694915254237288;0.49738903394255873
Bordelum;2069;0.036661842739990354;0.497346840328027
Bredstedt, Stadt;5615;0.10378031383737518;0.5130264097073519
Breklum;2388;0.04109014675052411;0.5244872331519465
Drelsdorf;1282;0.02112676056338028;0.4937402190923318
Goldebek;375;0.0106951871657754;0.49865951742627346
Goldelund;417;0.007246376811594203;0.48048780487804876
Högel;468;0.014893617021276596;0.4978540772532189
Joldelund;821;0.03907203907203907;0.5152625152625152
Kolkerheide;77;0.21333333333333335;0.38271604938271603
Langenhorn;3335;0.026726726726726727;0.5156062424969988
Lütjenholm;358;0.008595988538681949;0.47398843930635837
Ockholm;312;0.05161290322580645;0.4919614147909968
Sönnebüll;294;0.010135135135135136;0.4864864864864865
Struckum;1025;0.03206997084548105;0.5073170731707317
Vollstedt;182;0.022727272727272728;0.4519774011299435
Ahrensbök;8107;0.05502097211941771;0.5258482418260333
Bad Schwartau, Stadt;20110;0.06529739407201114;0.5338473016662522
Bosau;3364;0.021409455842997322;0.4994054696789536
Dahme;1241;0.11173633440514469;0.5398230088495575
Eutin, Stadt;17054;0.06929706278947059;0.5253034656658653
Grömitz;6887;0.11936185641769398;0.5137055837563452
Grube;1025;0.06031128404669261;0.5267249757045676
Heiligenhafen, Stadt;9499;0.08134273387351362;0.5201052631578947
Kellenhusen (Ostsee);1148;0.08398950131233596;0.532399299474606
Malente;10759;0.058255133327139275;0.5146307477937762
Neustadt in Holstein, Stadt;15268;0.07132097714323138;0.5228240225293077
Oldenburg in Holstein, Stadt;9710;0.07491253344309529;0.5180078205392056
Ratekau;15305;0.0601842775926289;0.5110777073393896
Stockelsdorf;16382;0.05138532893933846;0.5211448099102948
Süsel;5001;0.02777222777222777;0.5071971211515394
Timmendorfer Strand;8393;0.09797377830750893;0.5376638855780691
Scharbeutz;11641;0.06223139075124635;0.5226061543751075
Fehmarn, Stadt;13286;0.08659995485666992;0.5176045741799579
Göhl;1102;0.023701002734731084;0.5009107468123861
Gremersdorf;1639;0.04895960832313342;0.4883578431372549
Großenbrode;2190;0.03781321184510251;0.5298133818843878
Heringsdorf;1144;0.06772207563764292;0.5061511423550088
Neukirchen;1224;0.03908794788273615;0.5065252854812398
Wangels;2163;0.05394190871369295;0.4857142857142857
Beschendorf;578;0.03103448275862069;0.5476603119584056
Damlos;647;0.026397515527950312;0.5247678018575851
Harmsdorf;697;0.014367816091954023;0.49570200573065903
Kabelhorst;416;0.02877697841726619;0.5144927536231884
Lensahn;4975;0.05098354074668808;0.5152610441767068
Manhagen;389;0.012755102040816327;0.5319693094629157
Riepsdorf;967;0.023735810113519093;0.4927835051546392
Altenkrempe;1082;0.02310536044362292;0.5032437442075997
Kasseedorf;1451;0.03522099447513812;0.503785271851342
Schashagen;2006;0.041791044776119404;0.49328023892483824
Schönwalde am Bungsberg;2483;0.03495379670550422;0.5070365902694008
Sierksdorf;1564;0.0980140935297886;0.5038461538461538
Barmstedt, Stadt;10285;0.0957984827854503;0.5111370489252018
Bönningstedt;4528;0.08773480662983425;0.5027636524430688
Elmshorn, Stadt;51247;0.15354745551045895;0.5079033642963079
Halstenbek;18016;0.1087053075727293;0.5122682358165871
Hasloh;3754;0.06498002663115846;0.5094590993871569
Helgoland;1397;0.1608540925266904;0.5131672597864768
Pinneberg, Stadt;43928;0.17721115537848606;0.5112016756978279
Quickborn, Stadt;22366;0.09865009833720723;0.5181029858752011
Rellingen;14557;0.08495879120879121;0.5130177921274988
Schenefeld, Stadt;19467;0.11286925250449525;0.5157992087550737
Tornesch, Stadt;14064;0.08118291035757447;0.5097397980946964
Uetersen, Stadt;18348;0.14931312690798082;0.5107670501008559
Wedel, Stadt;34416;0.1441603718768158;0.5172734404509399
Klein Nordende;3365;0.02856292770008926;0.5125074449076832
Klein Offenseth-Sparrieshoop;3083;0.041113629006150856;0.4991906765943671
Kölln-Reisiek;3388;0.05235294117647059;0.5126470588235295
Seester;1047;0.03182256509161042;0.5014436958614052
Raa-Besenbek;551;0.03423423423423423;0.5044883303411131
Seestermühe;924;0.04310344827586207;0.5053763440860215
Seeth-Ekholt;941;0.08102345415778252;0.48183760683760685
Bokel;585;0.013582342954159592;0.5135593220338983
Brande-Hörnerkirchen;1685;0.04925816023738872;0.5154394299287411
Osterhorn;421;0.12293144208037825;0.5235849056603774
Westerhorn;1266;0.040031397174254316;0.5203761755485894
Bevern;583;0.05862068965517241;0.5146804835924007
Bilsen;833;0.07032181168057211;0.4994026284348865
Bokholt-Hanredder;1342;0.03129657228017884;0.49850746268656715
Bullenkuhlen;387;0.033766233766233764;0.4805194805194805
Ellerhoop;1501;0.05116279069767442;0.5
Groß Offenseth-Aspern;453;0.07675438596491228;0.44124168514412415
Heede;834;0.05959475566150179;0.5053892215568863
Hemdingen;1749;0.035509736540664374;0.504302925989673
Langeln;591;0.07952622673434856;0.4831081081081081
Lutzhorn;801;0.026282853566958697;0.5068836045056321
Borstel-Hohenraden;2398;0.051228654727197;0.507711546477699
Ellerbek;4345;0.08877644894204231;0.516329346826127
Kummerfeld;2356;0.07954062101233518;0.4997875053123672
Prisdorf;2288;0.07655502392344497;0.5045592705167173
Tangstedt;2225;0.08157776781712237;0.49932765575974897
Appen;4822;0.06704026567040265;0.5159883720930233
Groß Nordende;813;0.06211936662606577;0.5018315018315018
Haselau;1132;0.06294326241134751;0.49556737588652483
Haseldorf;1838;0.05386289445048966;0.5021786492374728
Heidgraben;2729;0.031868131868131866;0.5051244509516838
Heist;2831;0.04343220338983051;0.5028248587570622
Hetlingen;1443;0.020013802622498276;0.5044858523119393
Holm;3303;0.05417675544794189;0.5078644888082274
Moorrege;4486;0.03988413547237077;0.5079117450412303
Neuendeich;500;0.046370967741935484;0.5231388329979879
Ascheberg (Holstein);3103;0.044559250887956085;0.5240710823909531
Bönebüttel;2067;0.03292978208232446;0.5123367198838897
Bösdorf;1246;0.03769045709703288;0.522017614091273
Plön, Stadt;8892;0.08516143548205647;0.5280683991450107
Preetz, Stadt;16256;0.06069559864573715;0.5231413096996553
Schwentinental, Stadt;13908;0.060338007910823444;0.5256382596188421
Behrensdorf (Ostsee);642;0.0390625;0.5077881619937694
Blekendorf;1636;0.022031823745410038;0.5051987767584097
Dannau;591;0.037606837606837605;0.49401709401709404
Giekau;995;0.01905717151454363;0.5085255767301906
Helmstorf;316;0.009933774834437087;0.5331125827814569
Högsdorf;390;0.007556675062972292;0.525
Hohenfelde;1016;0.025540275049115914;0.4823529411764706
Hohwacht (Ostsee);817;0.11015911872705018;0.5294117647058824
Kirchnüchel;189;0.031413612565445025;0.4583333333333333
Klamp;650;0.0234375;0.4984375
Kletkamp;88;0.07777777777777778;0.4444444444444444
Lütjenburg, Stadt;5257;0.06217912150598973;0.5291880585662674
Panker;1457;0.030282174810736407;0.5154852030282174
Schwartbuck;783;0.021683673469387755;0.5224646983311938
Tröndel;356;0.011019283746556474;0.5290858725761773
Dersau;961;0.049163179916317995;0.5083682008368201
Dörnick;251;0.0392156862745098;0.6111111111111112
Grebin;1003;0.0398406374501992;0.5094339622641509
Kalübbe;577;0.024390243902439025;0.4757785467128028
Lebrade;581;0.03231292517006803;0.5408163265306123
Nehmten;295;0.05460750853242321;0.5050847457627119
Rantzau;352;0.04610951008645533;0.48554913294797686
Rathjensdorf;474;0.03556485355648536;0.48643006263048016
Wittmoldt;170;0.018292682926829267;0.5
Barmissen;167;0.0;0.49411764705882355
Boksee;478;0.04573804573804574;0.5145833333333333
Bothkamp;252;0.0196078431372549;0.4881889763779528
Großbarkau;248;0.07874015748031496;0.5196850393700787
Honigsee;447;0.0350109409190372;0.5207877461706784
Kirchbarkau;806;0.02706027060270603;0.5129789864029666
Klein Barkau;254;0.023529411764705882;0.5098039215686274
Kühren;586;0.03945111492281304;0.5034364261168385
Lehmkuhlen;1246;0.03127506014434643;0.500400320256205
Löptin;276;0.010714285714285714;0.49097472924187724
Nettelsee;429;0.02810304449648712;0.5034802784222738
