Name;Total;rel_foreign;rel_women
Niederzissen;2734;0.06788990825688074;0.5045905251560778
Oberdürenbach;663;0.041979010494752625;0.5052631578947369
Oberzissen;1106;0.056210335448776065;0.5036363636363637
Schalkenbach;828;0.06467065868263473;0.5119617224880383
Brenk;185;0.022222222222222223;0.5
Burgbrohl;3235;0.10503552672227372;0.49691358024691357
Galenberg;222;0.036036036036036036;0.4955357142857143
Glees;578;0.09878682842287695;0.4834782608695652
Hohenleimbach;358;0.05056179775280899;0.5
Spessart;826;0.032569360675512665;0.4657039711191336
Wassenach;1247;0.04257028112449799;0.5092518101367659
Wehr;1161;0.02158894645941278;0.47968885047536736
Weibern;1537;0.020182291666666668;0.5065019505851756
Kempenich;1868;0.045989304812834225;0.49678800856531047
Daaden, Stadt;4367;0.10066346373827499;0.5124685426675818
Derschen;985;0.049796747967479675;0.5
Emmerzhausen;647;0.05709876543209876;0.49691358024691357
Friedewald;1112;0.0739404869251578;0.5036101083032491
Herdorf, Stadt;6574;0.09208523592085235;0.5062404870624049
Mauden;126;0.0;0.5132743362831859
Niederdreisbach;892;0.04303510758776897;0.4824462061155153
Nisterberg;358;0.036414565826330535;0.5183098591549296
Schutzbach;371;0.0712401055408971;0.4880636604774536
Weitefeld;2359;0.03357416064598385;0.5089361702127659
Birkenbeul;433;0.027522935779816515;0.5148063781321185
Bitzen;766;0.034974093264248704;0.5168393782383419
Breitscheidt;1015;0.10459433040078202;0.5082765335929893
Bruchertseifen;781;0.04161248374512354;0.5012987012987012
Etzbach;1357;0.05572065378900446;0.5
Forst;615;0.0368;0.5568
Fürthen;1209;0.07589658048373644;0.5045795170691091
Hamm (Sieg), Raiffeisengemeinde;3690;0.16002169785733658;0.5136893467064245
Niederirsen;83;0.03571428571428571;0.4880952380952381
Pracht;1492;0.05013368983957219;0.5046728971962616
Roth;1501;0.07579787234042554;0.49601063829787234
Seelbach bei Hamm (Sieg);139;0.08571428571428572;0.574468085106383
Brachbach;2344;0.04883227176220807;0.510828025477707
Friesenhagen;1606;0.021888680425265792;0.49625935162094764
Harbach;543;0.025830258302583026;0.507380073800738
Kirchen (Sieg), Stadt;8273;0.07271627344222625;0.5105275895450145
Mudersbach;5950;0.07206450529144968;0.5096654899983191
Niederfischbach;4125;0.04312015503875969;0.5070251937984496
Birken-Honigsessen;2515;0.04494828957836118;0.4974155069582505
Mittelhof;995;0.03229061553985873;0.5363636363636364
Hövels;527;0.12121212121212122;0.5075471698113208
Katzwinkel (Sieg);1742;0.039125431530494824;0.5118155619596542
Selbach (Sieg);785;0.05236270753512133;0.5051150895140665
Wissen, Stadt;8452;0.1362185172046825;0.5072738024837374
Alsdorf;1493;0.096;0.5166223404255319
Betzdorf, Stadt;10140;0.1857621770853875;0.5067034700315457
Dickendorf;344;0.05588235294117647;0.4911242603550296
Elben;327;0.06097560975609756;0.49390243902439024
Elkenroth;1849;0.06961683756071235;0.49083063646170444
Fensdorf;377;0.05361930294906166;0.4732620320855615
Gebhardshain;1858;0.05209452201933405;0.5099302200751477
Grünebach;506;0.07385229540918163;0.5069860279441117
Kausen;773;0.046511627906976744;0.4832474226804124
Malberg;1030;0.028347996089931573;0.5068493150684932
Molzhain;556;0.054249547920433995;0.492831541218638
Nauroth;1212;0.0611065235342692;0.5053674649050371
Rosenheim (Landkreis Altenkirchen);756;0.05488621151271754;0.4879356568364611
Scheuerfeld;2088;0.09121298949379178;0.5095510983763133
Steinebach/ Sieg;1306;0.041888804265041886;0.4946727549467275
Steineroth;557;0.06533575317604355;0.5045207956600362
Wallmenroth;1205;0.08681135225375626;0.49248747913188645
Almersbach;414;0.12864077669902912;0.5218446601941747
Bachenberg;102;0.030303030303030304;0.49473684210526314
Berzhausen;206;0.02912621359223301;0.47804878048780486
Birnbach;633;0.08688783570300158;0.5150554675118859
Bürdenbach;573;0.08202443280977312;0.493891797556719
Burglahr;508;0.08118811881188119;0.5337301587301587
Busenhausen;353;0.0670391061452514;0.5084269662921348
Eichelhardt;505;0.02574257425742574;0.5079051383399209
Eichen;539;0.03710575139146568;0.470479704797048
Ersfeld;69;0.0;0.5897435897435898
Eulenberg;51;0.0;0.4222222222222222
Fiersbach;282;0.028070175438596492;0.512280701754386
Flammersfeld;1424;0.08931082981715893;0.5137034434293746
Fluterschen;664;0.07993966817496229;0.5060422960725075
Forstmehren;155;0.033112582781456956;0.47333333333333333
Gieleroth;679;0.04852941176470588;0.49411764705882355
Giershausen;96;0.10101010101010101;0.42424242424242425
Güllesheim;757;0.05401844532279315;0.5157894736842106
Hasselbach;340;0.22287390029325513;0.47633136094674555
Helmenzen;914;0.07759562841530054;0.4830230010952902
Helmeroth;208;0.0963302752293578;0.5458715596330275
Hemmelzen;287;0.16723549488054607;0.4402730375426621
Heupelzen;244;0.07258064516129033;0.5
Hilgenroth;304;0.04590163934426229;0.5311475409836065
Hirz-Maulsbach;331;0.057057057057057055;0.5179640718562875
Horhausen (Westerwald);2097;0.11556829035339064;0.5145723841376015
Idelberg;60;0.1791044776119403;0.44776119402985076
Ingelbach;495;0.03441295546558704;0.5140562248995983
Isert;102;0.02654867256637168;0.5495495495495496
Kescheid;142;0.030303030303030304;0.45985401459854014
Kettenhausen;319;0.05714285714285714;0.49523809523809526
Kircheib;537;0.08623853211009175;0.47882136279926335
Kraam;170;0.018072289156626505;0.45121951219512196
Krunkel;607;0.057003257328990226;0.49514563106796117
Mammelzen;1042;0.09029779058597502;0.5081967213114754
Mehren;452;0.043668122270742356;0.5394736842105263
Michelbach (Westerwald);544;0.11948529411764706;0.5
Niedersteinebach;207;0.024509803921568627;0.572139303482587
Obererbach (Westerwald);557;0.02702702702702703;0.4936936936936937
Oberirsen;616;0.03691813804173355;0.4928
Oberlahr;785;0.07544757033248081;0.5096030729833547
Obersteinebach;251;0.10204081632653061;0.46938775510204084
Oberwambach;399;0.027707808564231738;0.5025252525252525
Ölsen;82;0.0;0.5
Orfgen;230;0.04721030042918455;0.5608695652173913
Peterslahr;336;0.06646525679758308;0.5287009063444109
Pleckhausen;825;0.04860267314702309;0.4787363304981774
Racksen;141;0.028169014084507043;0.528169014084507
Reiferscheid;433;0.07900677200902935;0.5101123595505618
Rettersen;361;0.061452513966480445;0.5195530726256983
Rott;369;0.07692307692307693;0.4973404255319149
Schöneberg;426;0.0892018779342723;0.49061032863849763
Schürdt;286;0.09154929577464789;0.524822695035461
Seelbach (Westerwald);296;0.041237113402061855;0.4742268041237113
Seifen;116;0.09482758620689655;0.5299145299145299
Sörth;275;0.03007518796992481;0.5278810408921933
Stürzelbach;235;0.0815450643776824;0.4721030042918455
Volkerzen;76;0.04878048780487805;0.5
Walterschen;166;0.018072289156626505;0.4378698224852071
Werkhausen;221;0.01809954751131222;0.5158371040723982
Weyerbusch;1408;0.0885896527285613;0.5152158527954707
Willroth;969;0.19301848049281314;0.47433264887063653
Wölmersen;385;0.07692307692307693;0.4770408163265306
Ziegenhain;172;0.07734806629834254;0.5519125683060109
Berod bei Hachenburg;598;0.1035653650254669;0.4940577249575552
Altenkirchen (Westerwald), Stadt;6526;0.18191570881226055;0.5196319018404908
Neitersen;1104;0.08174386920980926;0.5059037238873751
Bad Kreuznach, Stadt;53060;0.1977874938750895;0.5192318564724949
Altenbamberg;814;0.10960591133004927;0.5024630541871922
Biebelsheim;691;0.052554744525547446;0.5065693430656935
Feilbingert;1589;0.07561436672967864;0.5091367359798362
Frei-Laubersheim;1066;0.05639097744360902;0.5150375939849624
Fürfeld;1665;0.06246246246246246;0.5182963407318536
Hackenheim;2155;0.058823529411764705;0.5208333333333334
Hallgarten;781;0.024265644955300127;0.5019108280254777
Hochstätten;637;0.0989010989010989;0.46781789638932497
Neu-Bamberg;962;0.04791666666666667;0.5005213764337852
Pfaffen-Schwabenheim;1579;0.08032890575585072;0.4857685009487666
Pleitersheim;339;0.03768115942028986;0.4839650145772595
Tiefenthal;126;0.05185185185185185;0.44029850746268656
Volxheim;1225;0.07629204265791632;0.5049261083743842
Allenfeld;205;0.05;0.5221674876847291
Argenschwang;349;0.09883720930232558;0.49122807017543857
Bockenau;1224;0.07516339869281045;0.49754500818330605
Boos;361;0.03333333333333333;0.5096952908587258
Braunweiler;651;0.04128440366972477;0.5045871559633027
Burgsponheim;232;0.0;0.5129310344827587
Dalberg;233;0.0641025641025641;0.5042372881355932
Duchroth;562;0.0375;0.5177935943060499
Gebroth;141;0.02054794520547945;0.54421768707483
Gutenberg;1027;0.050241545893719805;0.5062923523717329
Hargesheim;2970;0.058684654300168636;0.5163464779238288
Hergenfeld;507;0.01768172888015717;0.5048923679060665
Hüffelsheim;1258;0.04041204437400951;0.507533703409992
Mandel;934;0.023655913978494623;0.5150862068965517
Münchwald;282;0.038869257950530034;0.4929078014184397
Niederhausen;586;0.0817717206132879;0.47692307692307695
Norheim;1582;0.07550761421319797;0.5053968253968254
Oberhausen an der Nahe;382;0.1279373368146214;0.46475195822454307
Oberstreit;295;0.08503401360544217;0.47619047619047616
Roxheim;2756;0.04499274310595065;0.516491482421167
Sankt Katharinen;404;0.11691542288557213;0.5087281795511222
Schloßböckelheim;385;0.061696658097686374;0.5102040816326531
Sommerloch;412;0.05392156862745098;0.4802955665024631
Spabrücken;1208;0.06347897774113767;0.5177832919768404
Spall;183;0.0427807486631016;0.5053763440860215
Sponheim;756;0.05291005291005291;0.5085865257595773
Traisen;599;0.06833333333333333;0.5183333333333333
Waldböckelheim;2232;0.07498877413560844;0.49348899865289625
Wallhausen;1625;0.06165228113440197;0.49661121380160195
Weinsheim;1792;0.059085841694537344;0.5047406581148912
Winterbach;498;0.0536779324055666;0.499001996007984
Rüdesheim;2692;0.07357859531772576;0.5196879643387816
Bärenbach;488;0.0430327868852459;0.5154004106776181
Becherbach bei Kirn;445;0.09339407744874716;0.5421412300683371
Brauweiler;77;0.0;0.4262295081967213
Hahnenbach;573;0.125;0.4982638888888889
Heimweiler;402;0.007444168734491315;0.4987405541561713
Heinzenberg;19;0.15;0.4090909090909091
Hennweiler;1230;0.04808475957620212;0.5240423797881011
Hochstetten-Dhaun;1647;0.07393939393939394;0.4951515151515152
Horbach;55;0.0;0.425531914893617
Kirn, Stadt;8404;0.14105613701236916;0.5148090876650411
Limbach;299;0.013651877133105802;0.5494880546075085
Meckenbach;376;0.06182795698924731;0.49326145552560646
Oberhausen bei Kirn;894;0.03932584269662921;0.5089887640449439
Otzweiler;185;0.05670103092783505;0.4595959595959596
Simmertal;1903;0.049842602308499476;0.5073452256033578
Weitersborn;207;0.039603960396039604;0.49019607843137253
Bruschied;353;0.23529411764705882;0.5210084033613446
Kellenbach;251;0.11382113821138211;0.4777327935222672
Königsau;76;0.08695652173913043;0.4927536231884058
Schneppenbach;229;0.034782608695652174;0.521551724137931
Schwarzerden;249;0.024390243902439025;0.52
Abtweiler;188;0.02127659574468085;0.47643979057591623
Auen;193;0.06806282722513089;0.5078534031413613
Bärweiler;230;0.08370044052863436;0.45021645021645024
Becherbach;858;0.06323185011709602;0.5058548009367682
Breitenheim;394;0.0707070707070707;0.5087719298245614
Callbach;333;0.06784660766961652;0.5266272189349113
Daubach;232;0.042735042735042736;0.49145299145299143
Desloch;313;0.059748427672955975;0.48427672955974843
Hundsbach;359;0.058011049723756904;0.5207756232686981
Ippenschied;149;0.038461538461538464;0.5290322580645161
Jeckenbach;213;0.023474178403755867;0.5116279069767442
Kirschroth;294;0.08843537414965986;0.4863013698630137
Langenthal;85;0.047058823529411764;0.4823529411764706
Lauschied;558;0.07168458781362007;0.512589928057554
Lettweiler;205;0.04390243902439024;0.5073891625615764
Löllbach;198;0.11794871794871795;0.4494949494949495
Martinstein;255;0.16475095785440613;0.5173745173745173
Meddersheim;1323;0.033809166040571;0.5037650602409639
Meisenheim, Stadt;2861;0.08109052778748689;0.5204616998950682
Merxheim;1429;0.05230125523012552;0.50418410041841
Monzingen;1566;0.0663265306122449;0.5057397959183674
Nußbaum;460;0.05;0.5362637362637362
Odernheim am Glan;1770;0.06960950764006792;0.5200905489530278
Raumbach;410;0.07542579075425791;0.48905109489051096
Rehbach;46;0.0;0.5102040816326531
Rehborn;688;0.032116788321167884;0.5021897810218978
Reiffelbach;224;0.07142857142857142;0.4955357142857143
Schmittweiler;191;0.042328042328042326;0.5294117647058824
Schweinschied;149;0.019867549668874173;0.5135135135135135
Seesbach;509;0.009900990099009901;0.5178571428571429
Staudernheim;1437;0.057678943710910355;0.5097357440890126
Weiler bei Monzingen;457;0.03711790393013101;0.4989059080962801
Winterburg;204;0.08173076923076923;0.5096153846153846
Bad Sobernheim, Stadt;6508;0.1391705069124424;0.5073755377996312
Bretzenheim;2792;0.1043010752688172;0.49623790756001435
Daxweiler;763;0.0607661822985469;0.519205298013245
Dörrebach;725;0.1038781163434903;0.5
Dorsheim;755;0.06417112299465241;0.5080213903743316
Eckenroth;231;0.030973451327433628;0.5650224215246636
Guldental;2488;0.08226324237560192;0.5116372391653291
Langenlonsheim;4193;0.1340181557572862;0.5087216248506571
Laubenheim;856;0.06690140845070422;0.5140515222482436
Roth;281;0.03180212014134275;0.4840989399293286
Rümmelsheim;1425;0.08222066057624737;0.5042194092827004
Schöneberg;615;0.0449438202247191;0.5136436597110754
Schweppenhausen;936;0.1761546723952739;0.5069817400644469
Seibersbach;1315;0.04635258358662614;0.502283105022831
Stromberg, Stadt;3470;0.14088556641748132;0.5250143760782059
Waldlaubersheim;819;0.07151515151515152;0.5
Warmsroth;539;0.05027932960893855;0.4962825278810409
Windesheim;1814;0.08544652701212789;0.4917218543046358
Idar-Oberstein, Stadt;29756;0.13877592175578934;0.5163328404355424
Baumholder, Stadt;4133;0.17732558139534885;0.5256658595641647
Berglangenbach;458;0.0457516339869281;0.4847161572052402
Berschweiler bei Baumholder;539;0.08364312267657993;0.4823091247672253
Eckersweiler;170;0.052941176470588235;0.44242424242424244
Fohren-Linden;332;0.045317220543806644;0.49698795180722893
Frauenberg;375;0.09308510638297872;0.5079365079365079
Hahnweiler;181;0.027932960893854747;0.48044692737430167
Heimbach;1037;0.08863198458574181;0.5159112825458052
Leitzweiler;103;0.11650485436893204;0.44660194174757284
Mettweiler;249;0.09917355371900827;0.45041322314049587
Reichenbach;530;0.05152671755725191;0.5038167938931297
Rohrbach;173;0.01744186046511628;0.4941860465116279
Rückweiler;378;0.015915119363395226;0.5026737967914439
Ruschberg;756;0.05858854860186418;0.49466666666666664
Abentheuer;439;0.12837837837837837;0.5133928571428571
Achtelsbach;398;0.010126582278481013;0.5012658227848101
Birkenfeld, Stadt;6982;0.18425196850393702;0.5016468566518688
Börfink;151;0.043209876543209874;0.532051282051282
Brücken;1272;0.09827044025157233;0.49014972419227737
Buhlenberg;480;0.012474012474012475;0.5
Dambach;153;0.0;0.5131578947368421
Dienstweiler;322;0.03293413173652695;0.5089820359281437
Elchweiler;106;0.0;0.5098039215686274
Ellenberg;99;0.043478260869565216;0.5257731958762887
Ellweiler;343;0.08011869436201781;0.49107142857142855
Gimbweiler;389;0.03608247422680412;0.5309278350515464
Gollenberg;121;0.03278688524590164;0.5193798449612403
Hattgenstein;259;0.08914728682170543;0.5057034220532319
Hoppstädten-Weiersbach;3193;0.24513496547394853;0.4683186951066499
Kronweiler;313;0.06752411575562701;0.4855305466237942
Leisel;529;0.0225140712945591;0.5214953271028038
Meckenbach;111;0.08256880733944955;0.5094339622641509
Niederbrombach;516;0.05847953216374269;0.517578125
Niederhambach;326;0.055900621118012424;0.4953560371517028
Nohen;347;0.055232558139534885;0.4985507246376812
Oberbrombach;399;0.02512562814070352;0.5227272727272727
Oberhambach;277;0.0842911877394636;0.43846153846153846
Rimsberg;121;0.0;0.46218487394957986
Rinzenberg;315;0.05177993527508091;0.5130718954248366
Rötsweiler-Nockenthal;464;0.029914529914529916;0.5285412262156448
Schmißberg;197;0.033816425120772944;0.47804878048780486
Schwollen;440;0.02528735632183908;0.5
Siesbach;368;0.019021739130434784;0.5300546448087432
Sonnenberg-Winnenberg;424;0.030660377358490566;0.49292452830188677
Wilzenberg-Hußweiler;292;0.05460750853242321;0.4931972789115646
Allenbach;627;0.03481012658227848;0.504746835443038
Asbach;146;0.0;0.4782608695652174
Bergen;491;0.0736196319018405;0.48879837067209775
Berschweiler bei Kirn;281;0.11428571428571428;0.48928571428571427
Bollenbach;126;0.05970149253731343;0.5179856115107914
Breitenthal;331;0.03519061583577713;0.504424778761062
Bruchweiler;533;0.045454545454545456;0.5056818181818182
Bundenbach;849;0.03537735849056604;0.5152941176470588
Dickesbach;426;0.018779342723004695;0.47897196261682246
Fischbach;863;0.046296296296296294;0.49189814814814814
Gerach;232;0.01276595744680851;0.4829059829059829
Gösenroth;242;0.0;0.5145228215767634
Griebelschied;188;0.09782608695652174;0.4731182795698925
Hausen;186;0.016216216216216217;0.5053191489361702
Hellertshausen;191;0.03626943005181347;0.49230769230769234
Herborn;506;0.07677165354330709;0.49901768172888017
Herrstein;833;0.05090909090909091;0.5314769975786925
Hettenrodt;674;0.041791044776119404;0.4894894894894895
Hintertiefenbach;322;0.04892966360856269;0.5227963525835866
Horbruch;364;0.0584958217270195;0.4527777777777778
Hottenbach;558;0.0425531914893617;0.5186500888099467
Kempfeld;766;0.053246753246753244;0.5084306095979247
Kirschweiler;1059;0.07156308851224105;0.5419415645617343
Krummenau;154;0.06329113924050633;0.5031446540880503
Mackenrodt;366;0.01639344262295082;0.48360655737704916
Mittelreidenbach;779;0.03225806451612903;0.5044929396662388
Mörschied;757;0.04057591623036649;0.489501312335958
Niederhosenbach;306;0.02287581699346405;0.501628664495114
Niederwörresbach;856;0.03859649122807018;0.5251461988304094
Oberhosenbach;130;0.03787878787878788;0.5
Oberkirn;309;0.022727272727272728;0.49514563106796117
Oberreidenbach;608;0.032679738562091505;0.5195439739413681
Oberwörresbach;110;0.02727272727272727;0.5535714285714286
Rhaunen;2289;0.08872377622377622;0.5131118881118881
Schauren;493;0.0;0.5240963855421686
Schmidthachenbach;381;0.044854881266490766;0.4973544973544973
Schwerbach;51;0.0;0.49056603773584906
Sensweiler;411;0.019138755980861243;0.4880952380952381
Sien;545;0.02962962962962963;0.5
Sienhachenbach;177;0.0;0.5056179775280899
Sonnschied;99;0.09;0.5612244897959183
Stipshausen;828;0.03361344537815126;0.5047961630695443
Sulzbach;288;0.05862068965517241;0.4691780821917808
Veitsrodt;715;0.06619718309859154;0.4901129943502825
Vollmersbach;449;0.035398230088495575;0.5476718403547672
Weiden;82;0.08333333333333333;0.4880952380952381
Weitersbach;89;0.0;0.4891304347826087
Wickenrodt;158;0.0189873417721519;0.512987012987013
Wirschweiler;290;0.017543859649122806;0.5384615384615384
Langweiler;246;0.14859437751004015;0.4898785425101215
Beilstein;147;0.3;0.4866666666666667
Bremm;719;0.07832167832167833;0.5308988764044944
Briedern;370;0.07650273224043716;0.5191256830601093
Bruttig-Fankel;1130;0.12081128747795414;0.5052816901408451
Cochem, Stadt;4997;0.23505896462122727;0.5012987012987012
Dohr;609;0.04426229508196721;0.5049180327868853
Ediger-Eller;903;0.12624584717607973;0.5027624309392266
Ellenz-Poltersdorf;815;0.12192118226600986;0.5203452527743526
Ernst;542;0.08925318761384335;0.5027322404371585
Faid;1050;0.04218600191754554;0.4961759082217973
Greimersburg;702;0.018544935805991442;0.5042857142857143
Klotten;1231;0.16055419722901385;0.5044824775876121
Lieg;373;0.08021390374331551;0.4826666666666667
Lütz;293;0.07094594594594594;0.4966216216216216
Mesenich;290;0.07094594594594594;0.47474747474747475
Moselkern;566;0.13604240282685512;0.49822695035460995
Müden (Mosel);643;0.07620528771384137;0.5085536547433903
Nehren;114;0.26548672566371684;0.5309734513274337
Pommern;411;0.08788598574821853;0.5344418052256532
Senheim;575;0.1634446397188049;0.5035087719298246
Treis-Karden;2126;0.09467734338200659;0.5110692416391899
Valwig;436;0.09234234234234234;0.5168539325842697
Wirfus;219;0.0752212389380531;0.5242290748898678
Binningen;719;0.02247191011235955;0.4642356241234222
Brachtendorf;248;0.04838709677419355;0.46184738955823296
Brieden;141;0.03496503496503497;0.4861111111111111
Brohl;347;0.026706231454005934;0.5029585798816568
Dünfus;275;0.014652014652014652;0.516245487364621
Düngenheim;1313;0.04608294930875576;0.48773006134969327
Eppenberg;247;0.1111111111111111;0.47950819672131145
Eulgem;192;0.057291666666666664;0.4166666666666667
Forst (Eifel);384;0.05128205128205128;0.5244215938303342
Gamlen;505;0.03740157480314961;0.5215686274509804
Hambuch;718;0.08044382801664356;0.5138888888888888
Hauroth;336;0.0513595166163142;0.4696969696969697
Illerich;807;0.02836004932182491;0.5006165228113441
Kaifenheim;807;0.033498759305210915;0.5012406947890818
Kail;298;0.04697986577181208;0.45514950166112955
Kaisersesch, Stadt;3201;0.06443540819518298;0.5167344385361277
Kalenborn;239;0.04918032786885246;0.48360655737704916
Landkern;961;0.05329153605015674;0.5109489051094891
Laubach;644;0.05555555555555555;0.5061728395061729
Masburg;1060;0.05402843601895735;0.4966887417218543
Möntenich;113;0.043478260869565216;0.5087719298245614
Müllenbach;646;0.04900459418070444;0.49693251533742333
Roes;492;0.024489795918367346;0.4897959183673469
Urmersbach;462;0.06724511930585683;0.5161290322580645
Zettingen;268;0.033582089552238806;0.503731343283582
Leienkaul;342;0.057971014492753624;0.4824561403508772
Alflen;791;0.04738154613466334;0.5031133250311333
Auderath;656;0.02909647779479326;0.48619631901840493
Beuren;397;0.034912718204488775;0.4962962962962963
Büchel;1213;0.059602649006622516;0.48883374689826303
Filz;83;0.0;0.4823529411764706
Gevenich;705;0.08309859154929577;0.48246844319775595
Gillenbeuren;246;0.036290322580645164;0.5040650406504065
Kliding;223;0.03125;0.4642857142857143
Lutzerath;1500;0.07123834886817576;0.49235880398671095
Schmitt;122;0.0;0.5423728813559322
Ulmen, Stadt;3403;0.09935141509433962;0.504127358490566
Urschmitt;204;0.11219512195121951;0.5121951219512195
Wagenhausen;62;0.0;0.5230769230769231
Weiler;278;0.025;0.5070921985815603
Wollmerath;208;0.0;0.4603960396039604
Bad Bertrich;1008;0.17145688800792863;0.5129224652087475
Alf;833;0.16626794258373206;0.5574162679425837
Altlay;439;0.1187214611872146;0.4781609195402299
Altstrimmig;334;0.07272727272727272;0.5210843373493976
Blankenrath;1668;0.1006590772917915;0.5041916167664671
Briedel;902;0.0935412026726058;0.5022271714922049
Bullay;1670;0.10270270270270271;0.5276442307692307
Forst (Hunsrück);55;0.08620689655172414;0.4642857142857143
Grenderich;365;0.1331521739130435;0.5137362637362637
Haserich;191;0.08900523560209424;0.45263157894736844
Hesweiler;113;0.0;0.45132743362831856
Liesenich;308;0.10610932475884244;0.5196078431372549
Mittelstrimmig;414;0.05741626794258373;0.5011990407673861
Moritzheim;130;0.08888888888888889;0.4962962962962963
Neef;422;0.05275779376498801;0.4892601431980907
Panzweiler;255;0.13229571984435798;0.49230769230769234
Peterswald-Löffelscheid;703;0.08321579689703808;0.49222065063649223
Pünderich;784;0.08860759493670886;0.5367088607594936
Reidenhausen;164;0.05357142857142857;0.45614035087719296
Sankt Aldegund;528;0.0830188679245283;0.5113207547169811
Schauren;417;0.057279236276849645;0.5178997613365155
Sosberg;172;0.10734463276836158;0.5028248587570622
Tellig;302;0.061016949152542375;0.4745762711864407
Walhausen;230;0.05701754385964912;0.4845814977973568
Zell (Mosel), Stadt;3980;0.13395325458657953;0.5182298214734725
Andernach, Stadt;29983;0.11611935322553758;0.502367297946119
Mayen, Stadt;19285;0.12598506843633347;0.5077768560763168
Bendorf, Stadt;17575;0.1531198452875263;0.5043507933799692
Kretz;721;0.059639389736477116;0.5117891816920943
Kruft;4616;0.07357714780350573;0.5053041783935917
Nickenich;3617;0.040872687103010216;0.499309201436861
Plaidt;5902;0.07808265582655827;0.5003386386725364
Saffig;2192;0.053064958828911254;0.48080438756855576
Einig;143;0.034722222222222224;0.5
Gappenach;326;0.046153846153846156;0.5294117647058824
Gering;419;0.0625;0.4891566265060241
Gierschnach;272;0.036231884057971016;0.5181159420289855
Kalt;435;0.03355704697986577;0.4910313901345291
Kerben;533;0.04924242424242424;0.4857142857142857
Kollig;581;0.04513888888888889;0.4965277777777778
Lonnig;1234;0.04490777866880513;0.5136217948717948
Mertloch;1380;0.043859649122807015;0.5149525893508388
Naunheim;453;0.05627705627705628;0.48812095032397407
Ochtendung;5383;0.052131819028113945;0.5143282471157424
Pillig;472;0.0614406779661017;0.5126582278481012
Polch, Stadt;6737;0.10032650638171564;0.4997031760166221
Rüber;880;0.07272727272727272;0.504524886877828
Trimbs;601;0.06030150753768844;0.5159128978224455
Welling;895;0.0231023102310231;0.5066518847006651
Wierschem;330;0.04878048780487805;0.4984709480122324
Münstermaifeld, Stadt;3431;0.05482648002333042;0.5228929717118693
Acht;86;0.0;0.45454545454545453
Anschau;272;0.054945054945054944;0.5164835164835165
Arft;248;0.06329113924050633;0.5063291139240507
Baar;751;0.056074766355140186;0.49531459170013387
Bermel;353;0.0226628895184136;0.5112994350282486
Boos;612;0.05132450331125828;0.5107794361525705
Ditscheid;264;0.038314176245210725;0.49615384615384617
Ettringen;2805;0.050213675213675216;0.5144179423282307
Hausten;387;0.02617801047120419;0.53315649867374
Herresbach;506;0.03180914512922465;0.4871287128712871
Hirten;262;0.05426356589147287;0.5136186770428015
Kehrig;1232;0.02622950819672131;0.49876948318293685
Kirchwald;987;0.06147540983606557;0.5055951169888098
Kottenheim;2565;0.03976608187134503;0.5068172964550058
Langenfeld;657;0.05421686746987952;0.5075301204819277
Langscheid;82;0.0;0.45348837209302323
Lind;50;0.06;0.36538461538461536
Luxem;329;0.030303030303030304;0.48036253776435045
Monreal;781;0.051347881899871634;0.5102564102564102
Münk;257;0.08627450980392157;0.5078740157480315
Nachtsheim;555;0.02531645569620253;0.5045372050816697
Reudelsterz;361;0.016483516483516484;0.49725274725274726
Sankt Johann;919;0.018458197611292075;0.5233441910966341
Siebenbach;200;0.05;0.4444444444444444
Virneburg;362;0.09192200557103064;0.49014084507042255
Weiler;510;0.037549407114624504;0.4832347140039448
Welschenbach;51;0.0;0.4166666666666667
Bell;1310;0.04341203351104341;0.5137195121951219
Mendig, Stadt;9052;0.06914834861371921;0.5120981107059993
Rieden;1227;0.046416938110749185;0.5244299674267101
Thür;1543;0.03515625;0.5006510416666666
Volkesfeld;554;0.03590664272890485;0.47755834829443444
Niederwerth;1255;0.05511182108626198;0.49121405750798725
Urbar;3180;0.09555345316934721;0.4995263656457215
Vallendar, Stadt;8563;0.13152059750262574;0.5255423372988104
Weitersburg;2468;0.06615259740259741;0.5137987012987013
Bassenheim;2891;0.03280386740331492;0.4981001727115717
Kaltenengers;2177;0.12057063966866084;0.5027598896044159
Kettig;3404;0.05899618432638685;0.50748459054887
Mülheim-Kärlich, Stadt;11142;0.0854063762909744;0.5130255120373698
Sankt Sebastian;2728;0.11147781444811147;0.5238444607483492
Urmitz;3412;0.06840869054609512;0.5061655901350558
Weißenthurm, Stadt;8863;0.17613892647722146;0.5040045121263396
Alken;640;0.08709175738724728;0.5255813953488372
Brey;1400;0.046875;0.5195173882185947
Brodenbach;673;0.16815476190476192;0.4970326409495549
Burgen;737;0.07046070460704607;0.5142083897158322
Dieblich;2599;0.08775981524249422;0.514637904468413
Hatzenport;606;0.06765676567656766;0.4876847290640394
Kobern-Gondorf;2979;0.11946308724832215;0.4949664429530201
Löf;1456;0.08128415300546447;0.5204918032786885
Macken;384;0.05526315789473684;0.5131578947368421
Niederfell;992;0.10975609756097561;0.5778229908443541
Nörtershausen;1165;0.03442340791738382;0.5004329004329005
Oberfell;1135;0.09050966608084358;0.5166374781085814
Rhens, Stadt;2955;0.0780189959294437;0.5118805159538357
Spay;1932;0.04552509053285049;0.5180598555211559
Waldesch;2264;0.05530973451327434;0.5057573073516386
Winningen;2454;0.08424908424908426;0.5091500610004067
